Order ID;Order Date;Order Priority;Order Quantity;Sales;Ship Mode;Shipping Cost;Province;Customer Segment;Product Category;Product Sub-Category;Product Container;Ship Date;
53698;16.06.2019;Medium;10;59,2;Express Air;0,8;Ontario;Consumer;Office Supplies;Pens & Art Supplies;Wrap Bag;17.06.2019;
36131;16.05.2016;High;26;140,14;Regular Air;6,5;Saskachewan;Home Office;Office Supplies;Paper;Small Box;17.05.2016;
44000;04.10.2019;Not Specified;19;355,6466;Regular Air;5,4;British Columbia;Small Business;Furniture;Office Furnishings;Small Box;05.10.2019;
39266;27.08.2019;High;14;38,96;Regular Air;0,5;Quebec;Small Business;Office Supplies;Labels;Small Box;29.08.2019;
22182;05.09.2019;Medium;9;186,95;Regular Air;4,3;Saskachewan;Small Business;Technology;Computer Peripherals;Small Box;08.09.2019;
53060;21.03.2017;Critical;4;41,28;Regular Air;2,3;British Columbia;Consumer;Office Supplies;Paper;Wrap Bag;23.03.2017;
36867;04.09.2016;High;16;48,76;Regular Air;0,7;British Columbia;Corporate;Office Supplies;Pens & Art Supplies;Wrap Bag;06.09.2016;
38564;01.11.2016;Critical;37;10183,83;Delivery Truck;61;Quebec;Home Office;Furniture;Chairs & Chairmats;Jumbo Drum;04.11.2016;
13988;01.08.2019;Not Specified;18;252,85;Express Air;5,3;Saskachewan;Home Office;Office Supplies;Appliances;Small Box;02.08.2019;
4676;30.08.2018;High;50;200,98;Regular Air;0,5;Nunavut;Home Office;Office Supplies;Labels;Small Box;01.09.2018;
32610;19.08.2019;Not Specified;20;2131,3314;Regular Air;8,2;Alberta;Consumer;Technology;Telephones and Communication;Small Box;20.08.2019;
14336;17.11.2016;High;4;186,77;Express Air;11;Manitoba;Consumer;Technology;Computer Peripherals;Small Box;18.11.2016;
358;18.09.2017;High;33;1755,76;Delivery Truck;57,9;Alberta;Corporate;Furniture;Bookcases;Jumbo Box;20.09.2017;
8195;05.01.2018;Medium;26;93,65;Regular Air;4,2;Quebec;Consumer;Office Supplies;Pens & Art Supplies;Wrap Bag;06.01.2018;
17543;25.05.2019;Critical;1;16,83;Regular Air;10,2;New Brunswick;Consumer;Office Supplies;Paper;Small Box;25.05.2019;
21893;23.10.2018;Critical;30;569,36;Express Air;8,7;Ontario;Home Office;Office Supplies;Envelopes;Small Box;24.10.2018;
6753;25.09.2017;Low;7;56,86;Regular Air;5,3;Yukon;Small Business;Furniture;Office Furnishings;Small Pack;27.09.2017;
24996;24.09.2018;Critical;2;153,72;Regular Air;1,3;Alberta;Consumer;Technology;Telephones and Communication;Small Pack;26.09.2018;
4706;28.12.2019;Not Specified;30;2264,87;Regular Air;21,4;Yukon;Small Business;Office Supplies;Binders and Binder Accessories;Small Box;30.12.2019;
6661;15.04.2017;Low;39;833,12;Regular Air;6,6;Alberta;Small Business;Furniture;Office Furnishings;Small Pack;22.04.2017;
46885;06.06.2018;Low;27;676,83;Regular Air;9,6;Manitoba;Corporate;Furniture;Office Furnishings;Small Pack;10.06.2018;
9124;15.10.2018;Low;17;2822,42;Regular Air;7;Manitoba;Small Business;Technology;Computer Peripherals;Small Box;15.10.2018;
12612;20.12.2017;Low;29;2526,25;Regular Air;15;Yukon;Home Office;Office Supplies;Appliances;Medium Box;20.12.2017;
13894;10.04.2019;Medium;31;95,42;Regular Air;0,9;Ontario;Home Office;Office Supplies;Pens & Art Supplies;Wrap Bag;11.04.2019;
43206;22.08.2016;Medium;16;629,03;Express Air;2,1;Saskachewan;Corporate;Technology;Computer Peripherals;Small Pack;23.08.2016;
6885;19.06.2019;Low;40;941,11;Regular Air;6,7;Nova Scotia;Corporate;Technology;Office Machines;Medium Box;19.06.2019;
19652;02.06.2019;Critical;34;1957,96;Regular Air;4,3;Alberta;Corporate;Technology;Telephones and Communication;Small Box;04.06.2019;
48071;02.03.2018;Low;1;24,33;Express Air;5,3;Nova Scotia;Home Office;Furniture;Office Furnishings;Small Pack;11.03.2018;
47493;11.02.2016;Critical;36;10440,5;Delivery Truck;53,5;Manitoba;Corporate;Furniture;Chairs & Chairmats;Jumbo Drum;13.02.2016;
1888;29.10.2017;Not Specified;35;169,33;Regular Air;5,8;Yukon;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;30.10.2017;
21028;07.06.2019;Critical;38;468,5102;Regular Air;7,5;Ontario;Consumer;Office Supplies;Envelopes;Small Box;09.06.2019;
47846;11.08.2019;High;5;71,08;Regular Air;14;Prince Edward Island;Corporate;Furniture;Office Furnishings;Large Box;13.08.2019;
52357;02.09.2016;Not Specified;49;579,37;Regular Air;5,1;Alberta;Corporate;Office Supplies;Envelopes;Small Box;04.09.2016;
54274;22.11.2017;Not Specified;20;1693,87;Regular Air;15;Northwest Territories;Corporate;Office Supplies;Appliances;Medium Box;24.11.2017;
18496;14.05.2016;High;30;1060,38;Regular Air;7;Alberta;Corporate;Technology;Computer Peripherals;Small Box;15.05.2016;
29730;15.06.2017;Critical;21;3287,96;Delivery Truck;42;Ontario;Consumer;Furniture;Tables;Jumbo Box;17.06.2017;
14021;06.03.2018;High;12;28,94;Express Air;0,9;Nova Scotia;Corporate;Office Supplies;Pens & Art Supplies;Wrap Bag;07.03.2018;
15009;20.12.2018;Not Specified;46;1284,14;Express Air;9,6;Quebec;Small Business;Office Supplies;Pens & Art Supplies;Small Pack;22.12.2018;
34246;06.10.2017;Critical;49;213,85;Regular Air;7,4;Northwest Territories;Home Office;Office Supplies;Appliances;Small Box;07.10.2017;
38661;11.02.2019;High;6;182,3;Regular Air;1,1;British Columbia;Corporate;Technology;Telephones and Communication;Small Pack;14.02.2019;
40005;24.07.2017;High;20;934,99;Regular Air;5,1;Nova Scotia;Small Business;Furniture;Office Furnishings;Wrap Bag;27.07.2017;
12486;19.02.2018;High;31;3297,02;Delivery Truck;61,4;Yukon;Corporate;Furniture;Bookcases;Jumbo Box;20.02.2018;
8960;04.06.2017;Medium;15;1231,0719;Regular Air;1,3;Ontario;Small Business;Technology;Telephones and Communication;Small Pack;06.06.2017;
55458;16.03.2019;High;13;224,94;Regular Air;8,2;Ontario;Home Office;Office Supplies;Storage & Organization;Small Box;18.03.2019;
50977;11.06.2019;Low;1;36,48;Express Air;9,7;British Columbia;Consumer;Office Supplies;Paper;Small Box;11.06.2019;
38178;29.08.2019;Medium;32;164,76;Regular Air;0,5;Alberta;Small Business;Office Supplies;Labels;Small Box;30.08.2019;
38405;14.07.2017;Medium;29;222,6;Regular Air;4,3;Ontario;Small Business;Furniture;Office Furnishings;Wrap Bag;17.07.2017;
52512;06.07.2018;High;32;211,3143;Express Air;5,4;Ontario;Consumer;Office Supplies;Binders and Binder Accessories;Small Box;08.07.2018;
52805;27.09.2018;High;20;638,32;Express Air;5,9;Ontario;Corporate;Technology;Computer Peripherals;Small Box;27.09.2018;
610;31.07.2018;Critical;38;303,51;Express Air;5,8;Manitoba;Home Office;Office Supplies;Paper;Small Box;02.08.2018;
51107;25.09.2019;Not Specified;36;826,76;Regular Air;3,2;Nova Scotia;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;26.09.2019;
34530;29.08.2017;Low;22;1622,26;Express Air;1,1;Ontario;Consumer;Office Supplies;Appliances;Small Box;31.08.2017;
13895;19.11.2017;High;44;657,34;Regular Air;10;Ontario;Small Business;Office Supplies;Storage & Organization;Small Box;19.11.2017;
8960;04.06.2017;Medium;46;4638,81;Express Air;21,4;Ontario;Small Business;Technology;Computer Peripherals;Small Box;06.06.2017;
7744;16.11.2016;Low;26;4586,61;Regular Air;21,4;Ontario;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;16.11.2016;
32546;17.03.2018;Critical;6;167,02;Regular Air;16,2;Quebec;Home Office;Office Supplies;Binders and Binder Accessories;Small Box;19.03.2018;
57475;03.10.2017;Low;48;331,33;Regular Air;5,6;New Brunswick;Home Office;Office Supplies;Binders and Binder Accessories;Small Box;03.10.2017;
45217;31.08.2017;Not Specified;40;7265,22;Regular Air;4,5;Northwest Territories;Consumer;Technology;Telephones and Communication;Small Box;01.09.2017;
47108;14.10.2016;Not Specified;19;384,86;Regular Air;4;Nova Scotia;Consumer;Furniture;Office Furnishings;Small Pack;15.10.2016;
26919;10.12.2019;Low;32;166,14;Regular Air;8,1;Manitoba;Home Office;Office Supplies;Paper;Small Box;12.12.2019;
32100;23.05.2019;Medium;29;1181,58;Regular Air;2,1;Saskachewan;Corporate;Technology;Computer Peripherals;Small Pack;25.05.2019;
27111;10.03.2016;High;11;1138,7261;Regular Air;21,4;Northwest Territories;Home Office;Technology;Computer Peripherals;Small Box;13.03.2016;
23202;29.07.2018;High;39;328,94;Regular Air;1,8;Ontario;Small Business;Office Supplies;Paper;Wrap Bag;31.07.2018;
50017;20.11.2019;Low;24;2155,12;Regular Air;37,5;Ontario;Home Office;Office Supplies;Storage & Organization;Large Box;20.11.2019;
4743;29.03.2017;Low;32;770,01;Regular Air;12,3;Ontario;Home Office;Office Supplies;Storage & Organization;Small Box;05.04.2017;
26851;23.07.2018;High;44;78,79;Regular Air;2,1;British Columbia;Corporate;Technology;Computer Peripherals;Small Pack;25.07.2018;
36896;02.11.2016;Critical;41;1079,58;Express Air;9,6;Ontario;Corporate;Furniture;Office Furnishings;Small Pack;05.11.2016;
7075;09.10.2018;Low;43;89,17;Regular Air;2,8;Quebec;Corporate;Office Supplies;Rubber Bands;Wrap Bag;13.10.2018;
53382;26.12.2016;Not Specified;13;94,34;Regular Air;52,4;Ontario;Corporate;Office Supplies;Appliances;Large Box;27.12.2016;
1286;12.05.2017;Not Specified;14;1070,38;Regular Air;3,5;Ontario;Home Office;Technology;Telephones and Communication;Small Pack;14.05.2017;
39078;22.06.2016;Low;26;187,54;Regular Air;5,5;Ontario;Corporate;Office Supplies;Paper;Small Box;24.06.2016;
29409;12.01.2018;High;23;41,72;Regular Air;2,1;British Columbia;Home Office;Technology;Computer Peripherals;Small Pack;14.01.2018;
13056;21.04.2016;Not Specified;33;3624,43;Regular Air;7,7;Ontario;Small Business;Technology;Computer Peripherals;Small Box;23.04.2016;
1127;17.09.2018;Not Specified;48;5714,34;Regular Air;15;Ontario;Consumer;Furniture;Office Furnishings;Medium Box;18.09.2018;
2209;09.07.2019;High;27;10078,04;Delivery Truck;63,1;Ontario;Consumer;Furniture;Chairs & Chairmats;Jumbo Drum;11.07.2019;
57798;15.09.2019;High;20;3264,37;Delivery Truck;38,6;New Brunswick;Small Business;Furniture;Bookcases;Jumbo Box;16.09.2019;
13351;05.05.2017;Medium;20;3565,04;Regular Air;21,4;Ontario;Corporate;Technology;Computer Peripherals;Small Box;06.05.2017;
47682;16.11.2019;Not Specified;38;3414,6268;Regular Air;5,4;Ontario;Small Business;Office Supplies;Envelopes;Small Box;17.11.2019;
6884;15.01.2016;Low;47;316,86;Regular Air;1,1;Nunavut;Home Office;Office Supplies;Paper;Wrap Bag;20.01.2016;
20071;16.09.2018;Medium;31;845,24;Delivery Truck;15,4;Northwest Territories;Home Office;Furniture;Chairs & Chairmats;Jumbo Drum;18.09.2018;
20642;19.05.2019;High;47;1154,51;Delivery Truck;48,2;Alberta;Consumer;Office Supplies;Storage & Organization;Jumbo Drum;19.05.2019;
5920;18.11.2016;High;4;623,37;Regular Air;7,6;Ontario;Consumer;Office Supplies;Storage & Organization;Small Box;18.11.2016;
31873;07.11.2016;Low;50;9157,56;Regular Air;9,6;Ontario;Home Office;Technology;Telephones and Communication;Small Box;14.11.2016;
43974;15.09.2016;Not Specified;8;68,73;Regular Air;1,5;British Columbia;Corporate;Office Supplies;Envelopes;Small Box;16.09.2016;
56453;11.04.2019;Critical;1;2919,66;Delivery Truck;31,8;Northwest Territories;Corporate;Technology;Office Machines;Jumbo Drum;12.04.2019;
35364;11.12.2016;Critical;37;17009,8;Delivery Truck;117,9;British Columbia;Corporate;Furniture;Tables;Jumbo Box;12.12.2016;
45989;22.08.2017;High;26;158,49;Regular Air;5,7;Alberta;Small Business;Office Supplies;Envelopes;Small Box;22.08.2017;
11169;20.05.2017;Medium;44;116,82;Regular Air;0,5;Alberta;Corporate;Office Supplies;Labels;Small Box;20.05.2017;
31138;21.01.2016;High;37;1338,76;Delivery Truck;48,7;Ontario;Small Business;Furniture;Tables;Jumbo Box;23.01.2016;
2657;15.10.2018;High;37;2293,24;Regular Air;9,6;Manitoba;Home Office;Technology;Telephones and Communication;Small Box;16.10.2018;
59680;18.06.2019;Critical;15;19,01;Regular Air;3,2;New Brunswick;Consumer;Technology;Computer Peripherals;Small Pack;19.06.2019;
15651;04.10.2019;Critical;14;1224,45;Regular Air;37,5;New Brunswick;Small Business;Office Supplies;Storage & Organization;Large Box;06.10.2019;
41349;16.12.2018;Critical;39;508,81;Regular Air;6,7;British Columbia;Home Office;Office Supplies;Storage & Organization;Medium Box;18.12.2018;
51559;04.03.2019;Low;34;881,66;Regular Air;4,4;Ontario;Consumer;Office Supplies;Pens & Art Supplies;Small Pack;13.03.2019;
19936;13.11.2019;Critical;41;1193,26;Regular Air;2,1;British Columbia;Home Office;Technology;Computer Peripherals;Small Pack;14.11.2019;
21475;19.02.2018;Critical;39;575,81;Regular Air;2,1;Yukon;Consumer;Technology;Computer Peripherals;Small Pack;21.02.2018;
30759;07.05.2016;Not Specified;2;69,33;Regular Air;8,4;Yukon;Corporate;Furniture;Office Furnishings;Small Box;09.05.2016;
18758;19.04.2017;Not Specified;20;2163,73;Express Air;22,7;Alberta;Corporate;Furniture;Office Furnishings;Large Box;21.04.2017;
20263;13.11.2016;Medium;33;592,31;Regular Air;1,3;Northwest Territories;Small Business;Technology;Telephones and Communication;Small Pack;15.11.2016;
8768;17.08.2018;High;44;2592,01;Regular Air;5,7;Alberta;Small Business;Technology;Telephones and Communication;Small Box;18.08.2018;
52964;30.03.2017;Critical;44;6137,3;Regular Air;26,2;Northwest Territories;Corporate;Furniture;Office Furnishings;Large Box;31.03.2017;
18085;24.09.2018;High;33;5727,64;Regular Air;4,5;Ontario;Corporate;Technology;Telephones and Communication;Small Box;25.09.2018;
28928;29.04.2017;Low;22;5505,0858;Regular Air;12;Manitoba;Corporate;Technology;Computer Peripherals;Small Box;29.04.2017;
26407;19.06.2019;Critical;34;10188,67;Regular Air;37,5;Quebec;Home Office;Office Supplies;Storage & Organization;Large Box;21.06.2019;
5698;19.05.2016;Medium;7;115,84;Regular Air;1,5;British Columbia;Consumer;Office Supplies;Envelopes;Small Box;20.05.2016;
6309;08.06.2017;Medium;10;31,88;Regular Air;1,1;British Columbia;Corporate;Office Supplies;Labels;Small Box;09.06.2017;
38528;19.12.2018;Critical;10;74,92;Regular Air;0,5;Manitoba;Small Business;Office Supplies;Labels;Small Box;21.12.2018;
21890;23.01.2018;Not Specified;44;530,19;Regular Air;7,5;Yukon;Small Business;Office Supplies;Envelopes;Small Box;25.01.2018;
34182;17.10.2019;Critical;31;359,88;Regular Air;8,5;Quebec;Home Office;Furniture;Office Furnishings;Small Pack;19.10.2019;
8001;18.11.2017;High;15;40,34;Regular Air;7,6;Yukon;Consumer;Office Supplies;Paper;Wrap Bag;20.11.2017;
54053;13.02.2019;High;34;6028,76;Regular Air;8,6;Quebec;Consumer;Technology;Telephones and Communication;Small Box;14.02.2019;
58914;08.04.2016;Low;46;106,94;Regular Air;2,1;Alberta;Home Office;Technology;Computer Peripherals;Small Pack;10.04.2016;
46725;19.09.2017;Not Specified;13;85,6;Regular Air;1,3;Quebec;Consumer;Office Supplies;Pens & Art Supplies;Wrap Bag;21.09.2017;
53953;26.03.2016;Not Specified;36;329,19;Regular Air;2,2;Nova Scotia;Corporate;Office Supplies;Paper;Wrap Bag;27.03.2016;
8480;28.01.2018;High;3;331,59;Regular Air;8,2;Ontario;Corporate;Technology;Telephones and Communication;Small Box;30.01.2018;
26976;19.05.2018;Not Specified;11;1235,78;Express Air;9,6;Yukon;Home Office;Technology;Telephones and Communication;Small Box;20.05.2018;
52320;24.09.2019;Low;41;120,48;Regular Air;1,1;Alberta;Home Office;Office Supplies;Pens & Art Supplies;Wrap Bag;28.09.2019;
24613;16.07.2019;Low;16;10374,55;Regular Air;26,2;Quebec;Home Office;Technology;Copiers and Fax;Large Box;25.07.2019;
55909;18.05.2016;Low;3;563,63;Regular Air;21,4;Nova Scotia;Home Office;Office Supplies;Binders and Binder Accessories;Small Box;22.05.2016;
42944;18.11.2019;Critical;43;10433,09;Delivery Truck;68,7;Prince Edward Island;Small Business;Furniture;Chairs & Chairmats;Jumbo Drum;19.11.2019;
57638;22.04.2019;Low;49;107,09;Regular Air;2,7;Newfoundland;Consumer;Office Supplies;Scissors, Rulers and Trimmers;Small Pack;24.04.2019;
14210;26.06.2019;Not Specified;19;724,17;Regular Air;2,1;Quebec;Home Office;Technology;Computer Peripherals;Small Pack;28.06.2019;
8292;31.01.2017;Not Specified;18;320,8609;Regular Air;1,5;Quebec;Corporate;Office Supplies;Envelopes;Small Box;01.02.2017;
9955;03.09.2018;Critical;37;3115,86;Regular Air;5,2;Alberta;Corporate;Technology;Telephones and Communication;Small Box;05.09.2018;
55655;24.09.2019;Low;33;3928,12;Regular Air;9,6;Saskachewan;Home Office;Technology;Telephones and Communication;Small Box;26.09.2019;
14086;19.10.2017;Low;13;1888,52;Delivery Truck;58,6;Quebec;Consumer;Furniture;Bookcases;Jumbo Box;24.10.2017;
6535;12.06.2019;Critical;11;334,23;Express Air;9,6;Nunavut;Corporate;Office Supplies;Pens & Art Supplies;Small Pack;15.06.2019;
49953;17.03.2019;Not Specified;36;259,08;Express Air;7,1;Saskachewan;Home Office;Office Supplies;Paper;Small Box;17.03.2019;
29986;02.07.2018;Critical;40;1580,81;Regular Air;3,2;British Columbia;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;02.07.2018;
37863;23.02.2018;High;27;326,4;Regular Air;3,6;Ontario;Home Office;Office Supplies;Scissors, Rulers and Trimmers;Small Pack;25.02.2018;
16805;29.12.2018;Low;29;912,44;Regular Air;1,6;Alberta;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;31.12.2018;
41765;08.12.2016;Medium;41;219,34;Regular Air;5,3;Ontario;Home Office;Office Supplies;Binders and Binder Accessories;Small Box;10.12.2016;
43460;11.06.2019;Medium;2;26,85;Regular Air;9,6;Newfoundland;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;12.06.2019;
6054;07.09.2018;Low;6;29,23;Express Air;5,7;Yukon;Corporate;Furniture;Office Furnishings;Small Box;09.09.2018;
30947;13.07.2017;Low;17;740;Regular Air;3,2;Northwest Territories;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;17.07.2017;
19367;19.04.2016;High;20;120,29;Regular Air;2,7;Saskachewan;Home Office;Office Supplies;Envelopes;Small Box;21.04.2016;
24455;05.12.2016;Not Specified;41;163,27;Regular Air;0,9;Ontario;Home Office;Office Supplies;Pens & Art Supplies;Wrap Bag;08.12.2016;
14529;19.09.2017;Low;44;4086,7794;Delivery Truck;44,9;British Columbia;Home Office;Furniture;Chairs & Chairmats;Jumbo Drum;23.09.2017;
58470;07.06.2018;High;24;1938,3585;Regular Air;1,1;British Columbia;Small Business;Office Supplies;Appliances;Small Box;08.06.2018;
2628;20.10.2017;Low;29;5381,26;Delivery Truck;74,5;Ontario;Consumer;Furniture;Tables;Jumbo Box;29.10.2017;
36832;01.06.2019;Low;43;570,19;Regular Air;1,6;British Columbia;Small Business;Office Supplies;Binders and Binder Accessories;Small Box;08.06.2019;
33122;18.06.2017;Low;21;9061,43;Delivery Truck;51,6;British Columbia;Small Business;Technology;Office Machines;Jumbo Box;25.06.2017;
43203;13.02.2019;Not Specified;32;240,92;Regular Air;5,6;Northwest Territories;Home Office;Office Supplies;Paper;Small Box;15.02.2019;
32325;01.11.2019;Critical;45;1180,99;Regular Air;8,1;Alberta;Corporate;Furniture;Office Furnishings;Small Box;02.11.2019;
22465;21.07.2019;Not Specified;4;1200,3;Delivery Truck;53,5;Yukon;Home Office;Furniture;Chairs & Chairmats;Jumbo Drum;22.07.2019;
5095;21.04.2019;High;7;841,74;Regular Air;9,4;British Columbia;Corporate;Technology;Telephones and Communication;Small Box;22.04.2019;
21634;28.10.2019;Not Specified;8;1724,5511;Delivery Truck;72,8;Ontario;Home Office;Office Supplies;Appliances;Jumbo Drum;29.10.2019;
30532;25.11.2018;High;9;1815,47;Delivery Truck;25,2;Ontario;Home Office;Furniture;Bookcases;Jumbo Box;27.11.2018;
38848;16.12.2019;High;6;277,69;Regular Air;3,2;New Brunswick;Home Office;Office Supplies;Binders and Binder Accessories;Small Box;17.12.2019;
4611;08.01.2017;High;32;17304,51;Delivery Truck;30,1;Manitoba;Consumer;Technology;Office Machines;Jumbo Drum;08.01.2017;
29319;24.01.2016;Low;30;7120,1973;Regular Air;26,2;Prince Edward Island;Small Business;Furniture;Chairs & Chairmats;Large Box;26.01.2016;
36293;29.12.2017;Medium;13;1361,93;Regular Air;7,7;Prince Edward Island;Small Business;Technology;Computer Peripherals;Small Box;09.01.2018;
807;22.11.2017;Medium;32;133,28;Regular Air;2,1;Nunavut;Home Office;Office Supplies;Rubber Bands;Wrap Bag;23.11.2017;
15399;13.05.2019;Critical;46;2690,53;Express Air;5,3;Nova Scotia;Small Business;Technology;Telephones and Communication;Small Box;14.05.2019;
29380;26.04.2016;Not Specified;13;160,64;Regular Air;5,2;Ontario;Corporate;Office Supplies;Paper;Small Box;27.04.2016;
40961;29.03.2018;Medium;7;25,51;Regular Air;0,5;Ontario;Corporate;Office Supplies;Labels;Small Box;30.03.2018;
57376;18.06.2018;Critical;44;473,71;Regular Air;8,5;Nova Scotia;Small Business;Furniture;Office Furnishings;Small Pack;20.06.2018;
8993;27.05.2018;Medium;41;184,2;Express Air;0,5;Manitoba;Corporate;Office Supplies;Labels;Small Box;29.05.2018;
46562;11.02.2018;Not Specified;35;5786,45;Delivery Truck;49,4;Quebec;Home Office;Furniture;Tables;Jumbo Box;13.02.2018;
57159;11.02.2017;Critical;42;492,41;Regular Air;12,4;Manitoba;Corporate;Office Supplies;Paper;Small Box;11.02.2017;
8996;01.06.2018;Low;13;826,33;Regular Air;9,6;Manitoba;Corporate;Technology;Telephones and Communication;Small Box;05.06.2018;
28897;23.08.2016;Medium;14;938,89;Regular Air;21,4;Ontario;Consumer;Office Supplies;Envelopes;Small Box;25.08.2016;
57412;12.07.2016;Low;34;239,14;Regular Air;5,4;Alberta;Consumer;Technology;Telephones and Communication;Medium Box;12.07.2016;
37253;01.09.2019;High;46;1267,22;Regular Air;6,3;Northwest Territories;Small Business;Technology;Computer Peripherals;Small Box;01.09.2019;
34849;11.10.2017;Critical;3;1276,44;Regular Air;21,4;Saskachewan;Home Office;Office Supplies;Storage & Organization;Small Box;12.10.2017;
57475;03.10.2017;Low;34;593,72;Regular Air;14,1;New Brunswick;Home Office;Office Supplies;Binders and Binder Accessories;Small Box;03.10.2017;
44613;29.08.2017;High;34;2045,51;Regular Air;5,5;Saskachewan;Small Business;Office Supplies;Paper;Small Box;30.08.2017;
42691;23.05.2017;Low;7;1144,51;Regular Air;21,4;British Columbia;Home Office;Office Supplies;Storage & Organization;Small Box;27.05.2017;
55040;11.04.2016;High;2;5020,7182;Delivery Truck;31,8;British Columbia;Consumer;Technology;Office Machines;Jumbo Drum;13.04.2016;
35555;03.03.2018;Medium;50;12055,05;Delivery Truck;46,4;Ontario;Corporate;Furniture;Chairs & Chairmats;Jumbo Drum;04.03.2018;
44225;02.04.2016;High;29;2095,4024;Regular Air;11,6;Quebec;Small Business;Furniture;Office Furnishings;Medium Box;04.04.2016;
35364;11.12.2016;Critical;16;77,13;Regular Air;6,1;British Columbia;Corporate;Office Supplies;Paper;Small Box;13.12.2016;
39590;13.05.2018;Low;9;84,7975;Express Air;6,2;Ontario;Small Business;Office Supplies;Paper;Wrap Bag;20.05.2018;
29219;09.04.2016;Not Specified;29;217,64;Regular Air;2,5;Ontario;Home Office;Office Supplies;Pens & Art Supplies;Wrap Bag;10.04.2016;
41091;23.05.2016;Medium;32;6752,44;Express Air;19,3;British Columbia;Consumer;Furniture;Chairs & Chairmats;Large Box;24.05.2016;
22561;19.01.2018;Critical;5;540,13;Express Air;21,4;Nova Scotia;Consumer;Technology;Computer Peripherals;Small Box;21.01.2018;
21729;06.12.2019;Low;28;129,45;Regular Air;5,7;Ontario;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;10.12.2019;
32966;25.01.2019;Low;4;1107,664;Delivery Truck;30;Manitoba;Home Office;Technology;Office Machines;Jumbo Drum;01.02.2019;
27969;07.06.2017;Low;43;6075,32;Delivery Truck;58,6;Yukon;Home Office;Furniture;Bookcases;Jumbo Box;14.06.2017;
19492;11.12.2017;High;9;739,4663;Regular Air;21,4;Manitoba;Small Business;Furniture;Office Furnishings;Small Box;13.12.2017;
51968;04.09.2016;Medium;43;3457,77;Regular Air;1,1;Alberta;Home Office;Technology;Telephones and Communication;Wrap Bag;05.09.2016;
4579;29.11.2018;High;40;1888,6;Regular Air;3,2;Nova Scotia;Small Business;Office Supplies;Binders and Binder Accessories;Small Box;30.11.2018;
51424;08.01.2019;Not Specified;5;95,1658;Regular Air;7,5;Alberta;Home Office;Office Supplies;Storage & Organization;Small Box;10.01.2019;
8803;20.12.2019;Not Specified;17;550,2154;Regular Air;3,2;Saskachewan;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;23.12.2019;
5988;20.11.2017;Not Specified;40;20447,28;Express Air;26,2;British Columbia;Home Office;Technology;Copiers and Fax;Large Box;21.11.2017;
19136;03.08.2017;Not Specified;44;1469,05;Regular Air;1,3;Saskachewan;Corporate;Technology;Telephones and Communication;Small Pack;05.08.2017;
3749;22.02.2018;Medium;27;378,3734;Regular Air;1,6;Manitoba;Consumer;Office Supplies;Binders and Binder Accessories;Small Box;24.02.2018;
58371;10.05.2017;Medium;48;1778,13;Regular Air;14,9;British Columbia;Consumer;Office Supplies;Pens & Art Supplies;Wrap Bag;12.05.2017;
40006;14.06.2016;Not Specified;35;169,05;Regular Air;5,8;Alberta;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;16.06.2016;
43713;07.09.2019;Medium;12;36,8187;Regular Air;2,6;Ontario;Small Business;Office Supplies;Pens & Art Supplies;Wrap Bag;09.09.2019;
14851;11.05.2019;Not Specified;6;3614,65;Regular Air;26,2;Yukon;Corporate;Technology;Copiers and Fax;Large Box;12.05.2019;
8997;30.06.2016;Low;40;18489,19;Regular Air;26,2;Alberta;Small Business;Technology;Copiers and Fax;Large Box;04.07.2016;
21862;11.09.2017;Not Specified;4;20345,24;Regular Air;26,2;Alberta;Consumer;Technology;Office Machines;Large Box;13.09.2017;
8034;18.01.2019;High;31;379,26;Regular Air;4,3;Saskachewan;Corporate;Office Supplies;Appliances;Small Box;18.01.2019;
27264;03.06.2018;Low;3;79,2335;Regular Air;12;Northwest Territories;Small Business;Furniture;Office Furnishings;Large Box;05.06.2018;
3521;25.10.2019;Low;50;218,4;Regular Air;1;Prince Edward Island;Home Office;Office Supplies;Pens & Art Supplies;Wrap Bag;27.10.2019;
40839;31.03.2019;Medium;23;2923,25;Delivery Truck;60,1;Ontario;Corporate;Technology;Office Machines;Jumbo Box;01.04.2019;
23808;07.02.2016;Low;28;3010,82;Regular Air;8,2;Yukon;Consumer;Technology;Telephones and Communication;Small Box;09.02.2016;
55206;01.11.2018;Medium;20;56,39;Express Air;5,1;Quebec;Home Office;Office Supplies;Binders and Binder Accessories;Small Box;02.11.2018;
49730;04.01.2016;High;3;1112,3292;Delivery Truck;32,1;Ontario;Home Office;Furniture;Chairs & Chairmats;Jumbo Drum;05.01.2016;
33189;19.11.2016;Low;3;93,31;Regular Air;4,3;Alberta;Consumer;Technology;Computer Peripherals;Small Box;26.11.2016;
